orderid,orderdate,customerid,agegroup,gender,city,devicetype,acquisitionchannel,customersegment,productid,productname,category,subcategory,brand,price,cost,quantity,discount,shippingcost,paymentmethod,orderstatus,deliverydays,revenue,profit,rating,promocodeused,reviewcount,agecategory
O00363,10/10/2024,C1648,25-34,Male,Munich,Mobile,Social Media,VIP,P00363,Leather basketball - white,Sports,Basketball,Hummel,48.84,31.6,2,0,1.51,Apple Pay,Delivered,5,97.68,32.97,5,No,74,adult
O00364,10/2/2024,C1675,25-34,Female,Berlin,Mobile,Paid Advertising,Returning,P00364,Classic coats - navy,Clothing,Coats,The North Face,189.45,88.07,1,25,3.98,Gift Card,Shipped,5,142.09,50.04,3,Yes,0,adult
O00365,3/20/2024,C1347,35-44,Male,Essen,Mobile,Referral,Returning,P00365,Classic socks & tights - red,Clothing,Socks & Tights,Stradivarius,10.61,6.16,1,28,3.58,Apple Pay,Delivered,5,7.64,-2.1,3,Yes,133,middle-aged
O00366,1/12/2024,C1364,18-24,Male,Dusseldorf,Desktop,Paid Advertising,New,P00366,Padded scarves - red,Accessories,Scarves,The North Face,39.54,21.2,1,7,1.2,Credit Card,Delivered,7,36.77,14.37,3,Yes,0,young
O00367,4/10/2025,C1274,35-44,Male,Cologne,Mobile,Organic Search,VIP,P00367,Leather hats & caps - white,Accessories,Hats & caps,Nike,38.27,18.6,1,7,2.35,Gift Card,Delivered,6,35.59,14.64,3,Yes,0,middle-aged
O00368,9/6/2025,C1198,18-24,Male,Cologne,Mobile,Direct,New,P00368,Printed hats & caps - khaki,Accessories,Hats & caps,Carhartt WIP,68.54,31.72,1,23,2.51,Gift Card,Delivered,6,52.78,18.55,1,Yes,47,young
O00369,7/8/2024,C1485,25-34,Female,Frankfurt am Main,Tablet,Email,New,P00369,Oversized shorts - pink,Clothing,Shorts,Adidas,29.96,13.84,1,0,4.01,Debit Card,Delivered,2,29.96,12.11,2,No,27,adult
O00370,2/19/2024,C1478,18-24,Female,Berlin,Desktop,Organic Search,Returning,P00370,Classic flat shoes - navy,Shoes,Flat shoes,Anna Field,78.49,46.88,2,0,1.26,Gift Card,Delivered,3,156.98,61.96,3,No,37,young
O00371,8/3/2024,C1717,25-34,Male,Dusseldorf,Mobile,Organic Search,VIP,P00371,Classic t-shirts & tops - black,Clothing,T-shirts & tops,Mira Paris,72.82,44.81,2,21,1,Credit Card,Delivered,7,115.06,24.44,3,Yes,0,adult
O00372,5/11/2024,C1338,45-54,Female,Essen,Tablet,Direct,New,P00372,Knitted dresses - green,Clothing,Dresses,Bershka,77.7,47.21,1,26,0.1,Credit Card,Cancelled,0,57.5,10.19,3,Yes,0,older adult
O00373,2/27/2024,C1735,55-64,Female,Dusseldorf,Mobile,Direct,New,P00373,Basic ankle boots - navy,Shoes,Ankle boots,Stradivarius,134.71,67.85,1,0,1.5,Debit Card,Delivered,3,134.71,65.36,1,No,130,senior
O00374,7/4/2024,C1255,18-24,Male,Berlin,Desktop,Direct,Returning,P00374,Cotton boots - khaki,Shoes,Boots,Bershka,121.82,78.1,1,5,0.23,Google Pay,Shipped,5,115.73,37.4,3,Yes,0,young
O00375,4/1/2024,C1124,25-34,Male,Cologne,Mobile,Email,New,P00375,Knitted shirts & blouses - khaki,Clothing,Shirts & Blouses,Bershka,36.56,22.03,1,0,3.25,PayPal,Processing,1,36.56,11.28,3,No,0,adult
O00376,12/24/2024,C1174,45-54,Female,Dresden,Desktop,Organic Search,New,P00376,Basic ankle boots - beige,Shoes,Ankle boots,Anna Field,53.58,34.58,2,0,5.07,Gift Card,Shipped,5,107.16,32.93,3,No,0,older adult
O00377,11/20/2024,C1764,35-44,Male,Berlin,Desktop,Direct,Returning,P00377,Cotton sweatshirts & hoodies - pink,Clothing,Sweatshirts & Hoodies,Adidas,93.78,60.07,2,23,4.38,Credit Card,Delivered,2,144.42,19.9,3,Yes,193,middle-aged
O00378,5/29/2025,C1378,35-44,Male,Frankfurt am Main,Mobile,Organic Search,Returning,P00378,Padded jackets & blazers - green,Clothing,Jackets & Blazers,Pull&Bear,101.11,57.3,1,0,1.43,Credit Card,Delivered,3,101.11,42.38,5,No,58,middle-aged
O00379,3/17/2024,C1242,35-44,Male,Essen,Tablet,Social Media,New,P00379,Basic ballerinas - blue,Shoes,Ballerinas,Bershka,29.63,15.46,1,0,2.08,Debit Card,Delivered,5,29.63,12.09,2,No,76,middle-aged
O00380,9/27/2025,C1117,45-54,Male,Berlin,Desktop,Organic Search,New,P00380,Printed trousers - black,Clothing,Trousers,Pull&Bear,97.08,51.62,1,0,1.96,Debit Card,Delivered,5,97.08,43.5,3,No,81,older adult
O00381,3/27/2025,C1247,35-44,Non-Binary,Frankfurt am Main,Mobile,Direct,Returning,P00381,Lace t-shirts & tops - red,Clothing,T-shirts & tops,Adidas,48.26,28.17,1,16,4.17,Gift Card,Delivered,3,40.54,8.2,1,Yes,121,middle-aged
O00382,10/1/2024,C1133,45-54,Male,Cologne,Mobile,Email,Returning,P00382,Slim fit hats & caps - pink,Accessories,Hats & caps,Nike,42.56,22.91,1,8,4.45,Debit Card,Delivered,2,39.16,11.8,3,Yes,0,older adult
O00383,4/15/2024,C1726,25-34,Male,Munich,Tablet,Paid Advertising,New,P00383,Cotton t-shirts & tops - blue,Clothing,T-shirts & tops,Bershka,68.55,41.76,1,9,4.87,Debit Card,Delivered,6,62.38,15.75,5,Yes,17,adult
O00384,3/19/2024,C1030,45-54,Female,Berlin,Mobile,Social Media,New,P00384,Classic skirts - blue,Clothing,Skirts,Pull&Bear,47.54,30.04,1,0,4.86,Google Pay,Delivered,2,47.54,12.64,4,No,33,older adult
O00385,8/29/2024,C1329,45-54,Non-Binary,Berlin,Mobile,Social Media,VIP,P00385,Printed jewellery - grey,Accessories,Jewellery,Heideman,105.95,49.01,1,30,4.86,Credit Card,Processing,0,74.16,20.29,3,Yes,0,older adult
O00386,2/3/2025,C1822,18-24,Female,Munich,Mobile,Paid Advertising,Returning,P00386,Lace underwear - brown,Clothing,Underwear,Only,35.89,20.43,1,19,1.46,Credit Card,Delivered,2,29.07,7.18,5,Yes,59,young
O00387,10/21/2024,C1088,45-54,Male,Hamburg,Desktop,Social Media,VIP,P00387,Knitted pumps - red,Shoes,Pumps,Bershka,103.2,57.53,1,0,4.54,Credit Card,Delivered,3,103.2,41.13,4,No,95,older adult
O00388,9/29/2025,C1811,25-34,Female,Hamburg,Mobile,Direct,New,P00388,Padded flat shoes - white,Shoes,Flat shoes,Bershka,66.1,41.88,2,29,4.3,Credit Card,Delivered,7,93.86,5.8,1,Yes,150,adult
O00389,7/6/2025,C1904,25-34,Female,Frankfurt am Main,Mobile,Direct,Returning,P00389,Lace sunglasses - red,Accessories,Sunglasses,Ray-Ban,50.17,32.3,1,0,4.5,Apple Pay,Delivered,5,50.17,13.37,3,No,0,adult
O00390,3/20/2024,C1525,55-64,Male,Dresden,Mobile,Social Media,New,P00390,Basic skirts - white,Clothing,Skirts,Stradivarius,36.61,16.66,2,0,3.2,Credit Card,Delivered,7,73.22,36.7,3,No,158,senior
O00391,6/12/2025,C1588,18-24,Male,Hamburg,Mobile,Organic Search,Returning,P00391,Knitted knitwear & cardigans - beige,Clothing,Knitwear & Cardigans,Stradivarius,68.49,32.56,3,0,2.87,Debit Card,Cancelled,0,205.47,104.92,3,No,0,young
O00392,12/24/2024,C1002,35-44,Female,Berlin,Mobile,Email,New,P00392,Padded gloves - grey,Accessories,Gloves,Anna Field,67.71,36.02,1,0,0.26,PayPal,Returned,0,67.71,31.43,3,No,0,middle-aged
O00393,2/18/2025,C1001,45-54,Male,Stuttgart,Tablet,Organic Search,New,P00393,Slim fit sets and calendars - black,Beauty,Sets and calendars,Lancôme,41.79,19.22,2,22,4.07,Gift Card,Processing,0,65.19,22.68,3,Yes,0,older adult
O00394,6/3/2024,C1559,18-24,Male,Hamburg,Desktop,Organic Search,Returning,P00394,Oversized skirts - white,Clothing,Skirts,Pull&Bear,88,55.07,1,16,1.49,Credit Card,Delivered,4,73.92,17.36,3,Yes,0,young
O00395,5/13/2024,C1551,45-54,Male,Berlin,Mobile,Referral,VIP,P00395,Slim fit knitwear & cardigans - khaki,Clothing,Knitwear & Cardigans,Bershka,127.02,57.28,2,0,3.41,PayPal,Delivered,4,254.04,136.07,3,No,92,older adult
O00396,6/29/2025,C1165,18-24,Female,Berlin,Desktop,Organic Search,Returning,P00396,Cotton shorts - white,Clothing,Shorts,JDY,29.25,18.66,1,0,1.6,Google Pay,Processing,2,29.25,8.99,3,No,0,young
O00397,5/17/2025,C1439,25-34,Female,Dusseldorf,Desktop,Organic Search,New,P00397,Leather skirts - brown,Clothing,Skirts,Pull&Bear,75.31,42.47,2,28,5.06,Debit Card,Delivered,6,108.45,18.45,4,Yes,109,adult
O00398,3/21/2025,C1833,25-34,Female,Hamburg,Mobile,Paid Advertising,New,P00398,Classic sneakers - red,Shoes,Sneakers,Puma,135.14,60.96,1,0,4.29,PayPal,Delivered,3,135.14,69.89,4,No,26,adult
O00399,11/26/2025,C1181,25-34,Female,Munich,Mobile,Organic Search,New,P00399,Classic sweatshirts & hoodies - grey,Clothing,Sweatshirts & Hoodies,Mira Paris,107.38,56.85,1,11,1.34,PayPal,Delivered,6,95.57,37.38,3,Yes,0,adult
O00400,3/10/2024,C1419,18-24,Male,Dortmund,Tablet,Paid Advertising,New,P00400,Knitted bags & cases - white,Accessories,Bags & cases,Bershka,121.21,60.71,1,0,0.1,Google Pay,Returned,0,121.21,60.4,3,No,0,young
O00401,11/16/2024,C1226,35-44,Male,Essen,Mobile,Organic Search,VIP,P00401,Oversized ankle boots - pink,Shoes,Ankle boots,Nike,136.41,69.3,2,26,1.54,PayPal,Delivered,4,201.89,61.75,2,Yes,109,middle-aged
O00402,4/9/2025,C1796,35-44,Female,Berlin,Desktop,Email,Returning,P00402,Oversized jeans - khaki,Clothing,Jeans,Pull&Bear,80.38,41.2,1,11,3.63,Credit Card,Delivered,7,71.54,26.71,5,Yes,28,middle-aged
O00403,5/26/2025,C1101,45-54,Female,Stuttgart,Mobile,Paid Advertising,Returning,P00403,Slim fit flat shoes - brown,Shoes,Flat shoes,Bershka,65.44,39.53,1,0,1.48,PayPal,Delivered,2,65.44,24.43,1,No,45,older adult
O00404,7/15/2024,C1300,35-44,Female,Essen,Mobile,Direct,New,P00404,Classic outdoor shoes - brown,Shoes,Outdoor shoes,Nike,54.71,28.41,2,28,3.06,Apple Pay,Delivered,7,78.78,18.9,2,Yes,157,middle-aged
O00405,4/7/2025,C1634,35-44,Male,Berlin,Desktop,Organic Search,New,P00405,Lace jeans - red,Clothing,Jeans,Pull&Bear,52.6,34.12,1,0,2.52,PayPal,Delivered,2,52.6,15.96,3,No,140,middle-aged
O00406,1/29/2025,C1577,18-24,Female,Berlin,Mobile,Paid Advertising,Returning,P00406,Basic hats & caps - beige,Accessories,Hats & caps,Carhartt WIP,45.39,24.01,1,26,4.98,Gift Card,Returned,0,33.59,4.6,3,Yes,0,young
O00407,8/26/2025,C1213,18-24,Male,Dusseldorf,Mobile,Paid Advertising,Returning,P00407,Cotton golf - beige,Sports,Golf,Adidas,106.63,64.58,1,0,2.09,Credit Card,Processing,1,106.63,39.96,3,No,0,young
O00408,7/12/2025,C1635,35-44,Female,Stuttgart,Mobile,Social Media,VIP,P00408,Oversized sandals - black,Shoes,Sandals,Anna Field,53.32,27.61,1,0,3.48,Credit Card,Processing,1,53.32,22.23,3,No,0,middle-aged
O00409,8/14/2024,C1428,45-54,Male,Dresden,Mobile,Direct,New,P00409,Padded bridal shoes - pink,Shoes,Bridal shoes,Bershka,73.02,43.3,1,29,1.86,PayPal,Delivered,2,51.84,6.68,1,Yes,73,older adult
O00410,10/3/2025,C1264,35-44,Female,Hamburg,Mobile,Direct,New,P00410,Basic nightwear & loungewear - blue,Clothing,Nightwear & Loungewear,Stradivarius,71.15,43.94,1,0,0.76,Credit Card,Shipped,7,71.15,26.45,3,No,0,middle-aged
O00411,3/31/2024,C1941,35-44,Female,Hamburg,Tablet,Organic Search,Returning,P00411,Classic jeans - green,Clothing,Jeans,Noisy May,148.41,80.23,1,25,0.05,Google Pay,Delivered,6,111.31,31.03,1,Yes,184,middle-aged
O00412,1/16/2024,C1254,18-24,Female,Hamburg,Mobile,Organic Search,New,P00412,Oversized outdoor - beige,Sports,Outdoor,Adidas,152.89,72.91,1,6,2.47,Credit Card,Processing,2,143.72,68.34,3,Yes,0,young
O00413,6/12/2024,C1362,35-44,Male,Munich,Desktop,Organic Search,Returning,P00413,Oversized gloves - navy,Accessories,Gloves,Nike,67.78,34.4,1,26,0.27,Gift Card,Delivered,7,50.16,15.49,3,Yes,0,middle-aged
O00414,8/10/2025,C1559,45-54,Male,Dusseldorf,Desktop,Organic Search,Returning,P00414,Lace hats & caps - green,Accessories,Hats & caps,Carhartt WIP,17.1,8.27,1,22,3.22,PayPal,Delivered,6,13.34,1.85,3,Yes,0,older adult
O00415,8/11/2024,C1737,25-34,Female,Dortmund,Mobile,Organic Search,New,P00415,Basic beach shoes - khaki,Shoes,Beach shoes,Adidas,58.2,29.17,1,22,0.79,PayPal,Delivered,6,45.4,15.44,2,Yes,30,adult
O00416,5/6/2024,C1813,18-24,Female,Cologne,Mobile,Organic Search,Returning,P00416,Knitted house shoes - red,Shoes,House shoes,Hunkemöller,56.98,31.48,1,0,0.83,Credit Card,Delivered,4,56.98,24.67,1,No,106,young
O00417,6/6/2025,C1126,35-44,Male,Stuttgart,Mobile,Organic Search,Returning,P00417,Lace nightwear & loungewear - navy,Clothing,Nightwear & Loungewear,Stradivarius,41.75,23.38,1,28,3.66,Credit Card,Delivered,5,30.06,3.02,5,Yes,139,middle-aged
O00418,2/23/2024,C1324,35-44,Female,Hamburg,Tablet,Social Media,Returning,P00418,Oversized socks & tights - red,Clothing,Socks & Tights,Nike,15.78,9.54,1,17,1.69,Google Pay,Delivered,2,13.1,1.87,3,Yes,120,middle-aged
O00419,3/10/2025,C1199,35-44,Male,Frankfurt am Main,Mobile,Organic Search,New,P00419,Cotton makeup - black,Beauty,Makeup,Lancôme,74.78,34.58,1,8,0.62,Google Pay,Shipped,7,68.8,33.6,3,Yes,0,middle-aged
O00420,7/28/2024,C1663,35-44,Male,Essen,Mobile,Direct,New,P00420,Cotton hats & caps - red,Accessories,Hats & caps,Bershka,59.05,36.17,1,22,0.11,Google Pay,Shipped,7,46.06,9.78,3,Yes,0,middle-aged
O00421,3/20/2025,C1882,45-54,Male,Stuttgart,Mobile,Email,New,P00421,Cotton skirts - navy,Clothing,Skirts,JDY,58.84,32.55,1,0,3.13,Credit Card,Delivered,2,58.84,23.16,3,No,0,older adult
O00422,3/7/2024,C1218,35-44,Female,Berlin,Mobile,Paid Advertising,Returning,P00422,Oversized dresses - beige,Clothing,Dresses,Stradivarius,85.88,47.23,1,0,4.1,Apple Pay,Processing,2,85.88,34.55,3,No,0,middle-aged
O00423,8/26/2025,C1295,18-24,Female,Frankfurt am Main,Desktop,Organic Search,Returning,P00423,Oversized t-shirts & tops - green,Clothing,T-shirts & tops,Nike,74.63,40.43,2,22,1.95,Debit Card,Delivered,3,116.42,33.61,1,Yes,102,young
O00424,5/27/2024,C1529,18-24,Non-Binary,Hamburg,Desktop,Direct,Returning,P00424,Leather skirts - black,Clothing,Skirts,Pull&Bear,32.71,17.34,1,0,0.97,Credit Card,Delivered,7,32.71,14.4,3,No,192,young
O00425,12/18/2024,C1117,55-64,Male,Cologne,Mobile,Paid Advertising,Returning,P00425,Padded socks & tights - navy,Clothing,Socks & Tights,Adidas,7.92,3.78,1,0,0.69,Credit Card,Delivered,3,7.92,3.45,1,No,24,senior
O00426,7/7/2024,C1948,25-34,Female,Hamburg,Mobile,Organic Search,New,P00426,Cotton bags & cases - blue,Accessories,Bags & cases,Anna Field,99.98,45.96,1,0,0.83,Credit Card,Delivered,7,99.98,53.19,2,No,23,adult
O00427,5/16/2025,C1416,25-34,Female,Munich,Mobile,Direct,Returning,P00427,Slim fit jeans - blue,Clothing,Jeans,Bershka,125.17,75.17,1,0,3.27,Gift Card,Delivered,3,125.17,46.73,4,No,115,adult
O00428,2/8/2024,C1839,18-24,Male,Essen,Desktop,Email,New,P00428,Slim fit underwear - beige,Clothing,Underwear,Only,51.41,26.2,1,8,0.41,Google Pay,Delivered,6,47.3,20.69,3,Yes,65,young
O00429,10/13/2024,C1175,45-54,Male,Hamburg,Desktop,Organic Search,New,P00429,Printed scarves - khaki,Accessories,Scarves,The North Face,11.02,5.94,1,0,0.51,PayPal,Delivered,6,11.02,4.57,3,No,69,older adult
O00430,8/30/2025,C1643,18-24,Male,Berlin,Desktop,Direct,New,P00430,Classic coats - beige,Clothing,Coats,JDY,172.25,90.41,1,0,3.1,Credit Card,Delivered,6,172.25,78.74,3,No,0,young
O00431,8/24/2024,C1439,18-24,Male,Stuttgart,Mobile,Paid Advertising,New,P00431,Knitted sandals - blue,Shoes,Sandals,Nike,97.09,62.14,1,0,3.81,Credit Card,Delivered,7,97.09,31.14,5,No,126,young
O00432,2/18/2025,C1561,18-24,Female,Munich,Mobile,Email,New,P00432,Basic knitwear & cardigans - navy,Clothing,Knitwear & Cardigans,JDY,44.91,22.71,2,9,4.5,Debit Card,Delivered,5,81.74,31.82,4,Yes,32,young
O00433,4/19/2024,C1566,55-64,Male,Hamburg,Tablet,Direct,Returning,P00433,Printed skirts - black,Clothing,Skirts,JDY,34.86,16.46,1,26,4.48,Gift Card,Delivered,4,25.8,4.86,5,Yes,71,senior
O00434,9/14/2024,C1316,25-34,Male,Berlin,Mobile,Email,VIP,P00434,Leather hats & caps - beige,Accessories,Hats & caps,Carhartt WIP,56.14,33.72,1,0,1.25,Apple Pay,Delivered,4,56.14,21.17,4,No,187,adult
O00435,2/7/2025,C1865,55-64,Non-Binary,Essen,Desktop,Social Media,VIP,P00435,Printed gloves - khaki,Accessories,Gloves,Nike,65.63,38.5,1,0,1.52,Credit Card,Delivered,3,65.63,25.61,2,No,69,senior
O00436,3/23/2024,C1015,45-54,Male,Cologne,Mobile,Paid Advertising,New,P00436,Knitted jackets & blazers - pink,Clothing,Jackets & Blazers,JDY,183.36,85.75,1,0,1.09,PayPal,Shipped,6,183.36,96.52,3,No,0,older adult
O00437,3/27/2024,C1363,18-24,Male,Munich,Mobile,Paid Advertising,New,P00437,Padded sweatshirts & hoodies - blue,Clothing,Sweatshirts & Hoodies,Hummel,52.77,27.07,1,0,4.92,PayPal,Delivered,6,52.77,20.78,5,No,95,young
O00438,3/13/2025,C1816,18-24,Male,Berlin,Desktop,Social Media,Returning,P00438,Oversized sweatshirts & hoodies - beige,Clothing,Sweatshirts & Hoodies,JDY,68.45,31.15,2,0,4.52,Google Pay,Processing,0,136.9,70.08,3,No,0,young
O00439,4/20/2024,C1221,18-24,Female,Frankfurt am Main,Desktop,Organic Search,Returning,P00439,Knitted dresses - brown,Clothing,Dresses,JDY,142.86,79.94,1,7,1.69,Google Pay,Shipped,7,132.86,51.23,3,Yes,0,young
O00440,7/17/2025,C1718,18-24,Male,Cologne,Mobile,Direct,Returning,P00440,Basic shorts - brown,Clothing,Shorts,Pull&Bear,66.51,42.86,1,0,2.04,PayPal,Delivered,6,66.51,21.61,3,No,0,young
O00441,6/18/2024,C1636,18-24,Male,Stuttgart,Mobile,Organic Search,New,P00441,Classic shorts - green,Clothing,Shorts,JDY,47.28,21.5,1,22,0.77,PayPal,Delivered,3,36.88,14.61,4,Yes,9,young
O00442,3/8/2025,C1640,18-24,Male,Berlin,Mobile,Organic Search,Returning,P00442,Slim fit bags & cases - red,Accessories,Bags & cases,Pull&Bear,165.77,104.62,1,20,0.43,PayPal,Delivered,5,132.62,27.57,4,Yes,63,young
O00443,2/12/2025,C1661,18-24,Male,Stuttgart,Desktop,Organic Search,New,P00443,Cotton coats - blue,Clothing,Coats,The North Face,124.5,75.01,1,20,4.72,Google Pay,Delivered,3,99.6,19.87,1,Yes,149,young
O00444,7/20/2025,C1797,18-24,Female,Hamburg,Desktop,Paid Advertising,Returning,P00444,Knitted swimwear - green,Clothing,Swimwear,Adidas,40.4,22.52,3,0,3.22,PayPal,Delivered,6,121.2,50.42,4,No,52,young
O00445,9/28/2024,C1931,18-24,Male,Hamburg,Mobile,Direct,Returning,P00445,Knitted coats - red,Clothing,Coats,JDY,243.26,129.24,1,0,1.52,Credit Card,Delivered,5,243.26,112.5,4,No,61,young
O00446,10/28/2024,C1204,45-54,Male,Dortmund,Desktop,Referral,Returning,P00446,Oversized haircare - beige,Beauty,Haircare,Kérastase,32.2,17.4,2,6,4.78,PayPal,Delivered,3,60.54,20.96,5,Yes,136,older adult
O00447,10/9/2024,C1895,35-44,Male,Berlin,Mobile,Social Media,VIP,P00447,Basic gloves - white,Accessories,Gloves,Anna Field,17.81,10.08,1,0,0.68,Credit Card,Delivered,7,17.81,7.05,3,No,117,middle-aged
O00448,6/23/2025,C1927,45-54,Female,Dusseldorf,Mobile,Direct,New,P00448,Oversized bags & cases - blue,Accessories,Bags & cases,Anna Field,20.53,10.26,1,0,1.98,PayPal,Delivered,7,20.53,8.29,3,No,135,older adult
O00449,2/2/2024,C1458,35-44,Male,Hamburg,Mobile,Paid Advertising,New,P00449,Slim fit outdoor - beige,Sports,Outdoor,Adidas,90.56,58.16,2,0,1.23,Credit Card,Delivered,4,181.12,63.57,3,No,0,middle-aged
O00450,1/19/2024,C1662,55-64,Female,Frankfurt am Main,Desktop,Organic Search,New,P00450,Leather watches - red,Accessories,Watches,Anna Field,68.22,36.74,1,29,3.01,PayPal,Delivered,3,48.44,8.69,2,Yes,156,senior
O00451,11/7/2024,C1105,45-54,Male,Hamburg,Mobile,Paid Advertising,New,P00451,Lace jackets & blazers - green,Clothing,Jackets & Blazers,Anna Field,179.4,102.99,1,0,2.64,Credit Card,Delivered,2,179.4,73.77,2,No,107,older adult
O00452,6/4/2024,C1893,45-54,Male,Stuttgart,Desktop,Paid Advertising,New,P00452,Lace sandals - beige,Shoes,Sandals,Anna Field,38.31,19.15,1,25,2.59,Debit Card,Delivered,4,28.73,6.99,2,Yes,177,older adult
O00453,8/22/2025,C1855,25-34,Female,Dresden,Mobile,Organic Search,VIP,P00453,Basic sandals - red,Shoes,Sandals,Bershka,60.36,29.01,1,0,1.69,Credit Card,Shipped,6,60.36,29.66,3,No,0,adult
O00454,8/31/2025,C1783,25-34,Female,Cologne,Mobile,Direct,New,P00454,Cotton shorts - brown,Clothing,Shorts,Nike,59.57,38.54,2,11,1.81,Google Pay,Delivered,5,106.03,27.14,4,Yes,110,adult
O00455,3/24/2025,C1723,35-44,Female,Essen,Mobile,Organic Search,New,P00455,Basic sneakers - pink,Shoes,Sneakers,Nike,131.27,81.6,1,15,4.06,Google Pay,Delivered,7,111.58,25.92,5,Yes,110,middle-aged
O00456,8/9/2024,C1715,45-54,Male,Essen,Mobile,Organic Search,New,P00456,Printed tennis - beige,Sports,Tennis,Wilson,68.63,36.52,1,19,4.12,Debit Card,Delivered,2,55.59,14.95,3,Yes,36,older adult
O00457,10/18/2025,C1824,45-54,Female,Berlin,Mobile,Paid Advertising,Returning,P00457,Leather jeans - black,Clothing,Jeans,Pull&Bear,44.25,21.26,1,0,0.33,Credit Card,Returned,0,44.25,22.66,3,No,0,older adult
O00458,4/26/2024,C1439,55-64,Female,Frankfurt am Main,Mobile,Paid Advertising,Returning,P00458,Lace dresses - blue,Clothing,Dresses,Stradivarius,96.22,45.22,1,22,0.91,Debit Card,Delivered,7,75.05,28.92,3,Yes,34,senior
O00459,1/7/2024,C1860,35-44,Female,Dortmund,Mobile,Email,New,P00459,Padded boots - brown,Shoes,Boots,Adidas,62.66,28.85,1,0,1.67,Credit Card,Delivered,3,62.66,32.14,5,No,97,middle-aged
O00460,2/14/2025,C1129,35-44,Female,Hamburg,Desktop,Email,New,P00460,Lace mules - blue,Shoes,Mules,Anna Field,33.8,16.92,1,14,0.59,Apple Pay,Delivered,6,29.07,11.56,5,Yes,192,middle-aged
O00461,12/26/2024,C1641,25-34,Female,Dortmund,Tablet,Paid Advertising,VIP,P00461,Lace gloves - blue,Accessories,Gloves,Nike,49.01,22.13,1,0,0.04,Google Pay,Delivered,4,49.01,26.84,1,No,194,adult
O00462,9/5/2025,C1124,18-24,Male,Cologne,Desktop,Paid Advertising,New,P00462,Leather skirts - blue,Clothing,Skirts,Pull&Bear,51.85,26.93,1,0,4.98,Credit Card,Shipped,6,51.85,19.94,3,No,0,young
O00463,2/22/2025,C1193,45-54,Non-Binary,Hamburg,Desktop,Social Media,New,P00463,Lace socks & tights - beige,Clothing,Socks & Tights,Adidas,21.74,12.78,1,5,3.38,Apple Pay,Delivered,6,20.65,4.49,1,Yes,188,older adult
O00464,10/11/2025,C1570,35-44,Male,Cologne,Mobile,Paid Advertising,New,P00464,Printed gloves - red,Accessories,Gloves,The North Face,64.54,41.65,1,0,0.7,Google Pay,Cancelled,0,64.54,22.19,3,No,0,middle-aged
O00465,10/25/2025,C1144,45-54,Female,Berlin,Mobile,Email,New,P00465,Classic trousers - beige,Clothing,Trousers,Bershka,100.32,47.31,1,0,0.79,Debit Card,Returned,0,100.32,52.22,3,No,0,older adult
O00466,1/26/2024,C1223,35-44,Male,Cologne,Mobile,Social Media,Returning,P00466,Printed jackets & blazers - white,Clothing,Jackets & Blazers,Stradivarius,106.28,55.59,1,25,0.48,Gift Card,Delivered,5,79.71,23.64,4,Yes,65,middle-aged
O00467,1/19/2024,C1566,18-24,Male,Munich,Mobile,Paid Advertising,New,P00467,Knitted ankle boots - blue,Shoes,Ankle boots,Nike,120.88,62.15,1,5,1.73,Credit Card,Shipped,3,114.84,50.96,3,Yes,0,young
O00468,2/24/2025,C1155,25-34,Male,Cologne,Mobile,Organic Search,New,P00468,Oversized socks & tights - brown,Clothing,Socks & Tights,Adidas,10.35,5.68,1,0,3.83,PayPal,Shipped,7,10.35,0.84,3,No,0,adult
O00469,6/7/2024,C1607,25-34,Male,Munich,Mobile,Social Media,New,P00469,Slim fit sandals - pink,Shoes,Sandals,Nike,21.26,11.72,1,27,3.12,Credit Card,Delivered,7,15.52,0.68,5,Yes,100,adult
O00470,5/15/2024,C1569,45-54,Female,Munich,Desktop,Direct,Returning,P00470,Slim fit running - navy,Sports,Running,Adidas,107.29,65.86,1,0,3.35,Apple Pay,Shipped,7,107.29,38.08,3,No,0,older adult
